                  Temp     Hi    Low   Out    Dew  Wind  Wind  Wind    Hi    Hi   Wind   Heat    THW   THSW                Rain  Solar   Solar Hi Solar    Heat    Cool    In     In    In     In     In   In Air          Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir   Run Speed   Dir  Chill  Index  Index  Index   Bar    Rain  Rate   Rad.  Energy    Rad.     D-D     D-D    Temp   Hum    Dew   Heat    EMC Density     ET   Samp   Tx   Recept  Int.
12/31/20  8:10a   28.8   28.8   28.4    53   13.8   1.0   WNW  0.08   3.0   WNW   28.8   28.1   28.1   26.8   827.9  0.00  0.00    95     0.68    107     0.126   0.000   67.9    12   13.3   62.1   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  8:15a   29.3   29.3   28.8    53   14.3   0.0   WNW  0.00   3.0   WNW   29.3   28.6   28.6   27.7   827.9  0.00  0.00   115     0.82    120     0.124   0.000   67.9    12   13.3   62.1   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  8:20a   29.8   29.8   29.3    52   14.3   0.0   WNW  0.00   1.0   WNW   29.8   29.0   29.0   28.4   827.9  0.00  0.00   127     0.91    132     0.122   0.000   68.2    12   13.6   62.5   2.95  .0612    0.000   117    1    100.0    5 
12/31/20  8:25a   30.5   30.5   29.8    51   14.5   1.0   WNW  0.08   3.0   WNW   30.5   29.7   29.7   29.4   827.9  0.00  0.00   140     1.00    144     0.120   0.000   68.4    12   13.7   62.7   2.95  .0612    0.000   117    1    100.0    5 
12/31/20  8:30a   30.9   30.9   30.5    50   14.4   1.0   WNW  0.08   4.0   WNW   30.9   30.0   30.0   30.0   827.8  0.00  0.00   152     1.09    158     0.118   0.000   68.5    12   13.8   62.9   2.95  .0612    0.000   117    1    100.0    5 
12/31/20  8:35a   31.2   31.2   30.9    50   14.7   1.0   NNE  0.08   4.0   NNE   31.2   30.3   30.3   33.5   827.8  0.00  0.00   165     1.18    171     0.117   0.000   68.7    12   14.0   63.1   2.95  .0611    0.000   117    1    100.0    5 
12/31/20  8:40a   31.7   31.7   31.2    50   15.2   0.0   NNE  0.00   2.0   NNE   31.7   30.8   30.8   34.4   827.8  0.00  0.00   177     1.27    181     0.116   0.000   68.7    12   14.0   63.1   2.95  .0612    0.000   117    1    100.0    5 
12/31/20  8:45a   32.4   32.4   31.7    48   14.9   0.0   NNE  0.00   1.0   NNE   32.4   31.5   31.5   35.5   828.0  0.00  0.00   188     1.35    192     0.113   0.000   68.4    12   13.7   62.7   2.95  .0612    0.000   117    1    100.0    5 
12/31/20  8:50a   33.0   33.0   32.5    45   13.9   0.0   ---  0.00   0.0   ---   33.0   32.0   32.0   36.3   828.1  0.00  0.00   200     1.43    206     0.111   0.000   68.0    12   13.4   62.2   2.95  .0613    0.000   118    1    100.0    5 
12/31/20  8:55a   33.3   33.3   33.0    45   14.2   0.0   ---  0.00   0.0   ---   33.3   32.3   32.3   37.0   828.1  0.00  0.00   212     1.52    218     0.110   0.000   68.0    12   13.4   62.2   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  9:00a   33.8   33.8   33.3    44   14.2   0.0   ---  0.00   0.0   ---   33.8   32.8   32.8   38.0   828.2  0.00  0.00   225     1.61    230     0.108   0.000   68.2    12   13.6   62.5   2.95  .0612    0.002   117    1    100.0    5 
12/31/20  9:05a   34.1   34.1   33.8    43   13.9   0.0   NNE  0.00   2.0   NNE   34.1   33.1   33.1   38.7   828.3  0.00  0.00   237     1.70    243     0.107   0.000   68.4    12   13.7   62.7   2.95  .0612    0.000   117    1    100.0    5 
12/31/20  9:10a   34.6   34.6   34.1    45   15.4   2.0    SE  0.17   5.0    SE   33.8   33.6   32.8   38.8   828.3  0.00  0.00   249     1.78    253     0.106   0.000   68.4    12   13.7   62.7   2.95  .0612    0.000   117    1    100.0    5 
12/31/20  9:15a   34.8   34.8   34.6    44   15.1   1.0   SSE  0.08   4.0   SSE   34.8   33.8   33.8   40.1   828.6  0.00  0.00   261     1.87    267     0.105   0.000   68.2    12   13.6   62.5   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  9:20a   34.7   34.8   34.7    43   14.5   2.0    SE  0.17   5.0    SE   33.9   33.7   32.9   39.5   828.8  0.00  0.00   272     1.95    276     0.105   0.000   67.9    12   13.3   62.1   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  9:25a   34.4   34.7   34.4    45   15.2   2.0    SE  0.17   5.0    SE   33.6   33.4   32.6   39.4   828.8  0.00  0.00   282     2.02    287     0.106   0.000   68.0    12   13.4   62.2   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  9:30a   34.6   34.6   34.4    43   14.4   1.0   SSE  0.08   5.0   SSE   34.6   33.6   33.6   40.7   828.9  0.00  0.00   293     2.10    297     0.106   0.000   68.2    12   13.6   62.5   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  9:35a   35.1   35.1   34.6    44   15.3   1.0    SE  0.08   2.0   SSE   35.1   34.1   34.1   41.4   828.9  0.00  0.00   303     2.17    308     0.104   0.000   68.4    12   13.7   62.7   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  9:40a   35.3   35.3   35.1    44   15.5   1.0    SE  0.08   2.0    SE   35.3   34.3   34.3   41.9   829.1  0.00  0.00   314     2.25    318     0.103   0.000   68.2    12   13.6   62.5   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  9:45a   35.7   35.7   35.3    43   15.4   1.0    SE  0.08   4.0    SE   35.7   34.6   34.6   42.4   829.3  0.00  0.00   324     2.32    329     0.102   0.000   68.0    12   13.4   62.2   2.95  .0613    0.000   117    1    100.0    5 
12/31/20  9:50a   36.1   36.1   35.7    42   15.2   0.0    SE  0.00   4.0    SE   36.1   34.9   34.9   43.0   829.3  0.00  0.00   334     2.39    336     0.100   0.000   67.9    12   13.3   62.1   2.95  .0614    0.000   117    1    100.0    5 
12/31/20  9:55a   36.4   36.4   36.1    43   16.0   1.0    SE  0.08   2.0    SE   36.4   35.3   35.3   43.4   829.4  0.00  0.00   342     2.45    346     0.099   0.000   68.0    12   13.4   62.2   2.95  .0614    0.000   117    1    100.0    5 
12/31/20 10:00a   36.6   36.7   36.5    42   15.6   0.0    SE  0.00   2.0    SE   36.6   35.4   35.4   43.7   829.4  0.00  0.00   352     2.52    355     0.099   0.000   68.2    12   13.6   62.5   2.95  .0613    0.000   118    1    100.0    5 
12/31/20 10:05a   37.0   37.0   36.7    41   15.5   0.0    SE  0.00   2.0    SE   37.0   35.8   35.8   44.2   829.3  0.00  0.00   361     2.59    366     0.097   0.000   68.4    12   13.7   62.7   2.95  .0613    0.005   117    1    100.0    5 
12/31/20 10:10a   37.4   37.4   37.0    40   15.2   0.0    SE  0.00   1.0    SE   37.4   36.2   36.2   44.8   829.3  0.00  0.00   370     2.65    373     0.096   0.000   68.2    12   13.6   62.5   2.95  .0613    0.000   117    1    100.0    5 
12/31/20 10:15a   37.9   37.9   37.5    39   15.1   1.0    SE  0.08   4.0    SE   37.9   36.7   36.7   45.4   829.3  0.00  0.00   378     2.71    383     0.094   0.000   67.9    12   13.3   62.1   2.95  .0614    0.000   117    1    100.0    5 
12/31/20 10:20a   37.5   37.8   37.5    39   14.8   1.0    SE  0.08   4.0    SE   37.5   36.3   36.3   45.0   829.2  0.00  0.00   386     2.77    390     0.095   0.000   68.0    12   13.4   62.2   2.95  .0613    0.000   117    1    100.0    5 
12/31/20 10:25a   37.0   37.5   37.0    39   14.3   1.0    SE  0.08   4.0    SE   37.0   35.8   35.8   44.6   829.2  0.00  0.00   394     2.82    397     0.097   0.000   68.2    12   13.6   62.5   2.95  .0613    0.000   117    1    100.0    5 
12/31/20 10:30a   36.7   36.9   36.7    40   14.6   2.0   ESE  0.17   4.0   ESE   36.1   35.5   34.9   43.8   829.0  0.00  0.00   400     2.87    403     0.098   0.000   68.4    12   13.7   62.7   2.95  .0613    0.000   117    1    100.0    5 
12/31/20 10:35a   36.8   36.8   36.7    39   14.1   0.0   ESE  0.00   2.0   ESE   36.8   35.6   35.6   44.6   829.0  0.00  0.00   408     2.92    411     0.098   0.000   68.5    12   13.8   62.9   2.95  .0613    0.000   117    1    100.0    5 
12/31/20 10:40a   37.0   37.0   36.8    41   15.5   1.0   ESE  0.08   4.0   ESE   37.0   35.8   35.8   44.9   828.9  0.00  0.00   415     2.97    418     0.097   0.000   68.7    12   14.0   63.1   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 10:45a   37.2   37.2   37.0    40   15.1   0.0     E  0.00   2.0     E   37.2   36.0   36.0   45.2   828.8  0.00  0.00   421     3.02    424     0.097   0.000   68.5    12   13.8   62.9   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 10:50a   37.8   37.8   37.2    38   14.4   1.0     E  0.08   4.0     E   37.8   36.5   36.5   45.7   828.7  0.00  0.00   428     3.07    431     0.094   0.000   68.2    12   13.6   62.5   2.95  .0613    0.000   117    1    100.0    5 
12/31/20 10:55a   38.6   38.6   37.8    39   15.7   0.0     E  0.00   1.0     E   38.6   37.3   37.3   46.6   828.7  0.00  0.00   434     3.11    436     0.092   0.000   68.2    12   13.6   62.5   2.95  .0613    0.000   117    1    100.0    5 
12/31/20 11:00a   39.4   39.4   38.6    38   15.9   0.0     E  0.00   2.0     E   39.4   38.0   38.0   47.4   828.6  0.00  0.00   440     3.15    443     0.089   0.000   68.4    12   13.7   62.7   2.95  .0612    0.007   117    1    100.0    5 
12/31/20 11:05a   39.5   39.5   39.4    37   15.3   1.0     E  0.08   4.0     E   39.5   38.1   38.1   47.5   828.5  0.00  0.00   444     3.18    446     0.089   0.000   68.5    12   13.8   62.9   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 11:10a   40.0   40.0   39.5    37   15.8   0.0     E  0.00   2.0     E   40.0   38.6   38.6   48.1   828.4  0.00  0.00   448     3.21    450     0.087   0.000   68.7    12   14.0   63.1   2.95  .0612    0.000   118    1    100.0    5 
12/31/20 11:15a   40.8   40.8   40.1    36   15.9   0.0   ---  0.00   0.0   ---   40.8   39.3   39.3   48.8   828.2  0.00  0.00   453     3.25    455     0.084   0.000   68.7    12   14.0   63.1   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 11:20a   41.5   41.5   40.9    36   16.5   0.0     E  0.00   2.0     E   41.5   40.0   40.0   49.6   828.2  0.00  0.00   458     3.28    459     0.082   0.000   68.5    12   13.8   62.9   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 11:25a   42.0   42.0   41.5    34   15.6   0.0     E  0.00   2.0     E   42.0   40.5   40.5   50.1   828.1  0.00  0.00   462     3.31    464     0.080   0.000   68.4    12   13.7   62.7   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 11:30a   42.3   42.3   42.0    33   15.2   0.0     E  0.00   2.0     E   42.3   40.7   40.7   50.3   828.0  0.00  0.00   464     3.33    466     0.079   0.000   68.5    12   13.8   62.9   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 11:35a   42.7   42.7   42.4    34   16.2   1.0   ENE  0.08   2.0   ENE   42.7   41.1   41.1   50.8   827.9  0.00  0.00   468     3.35    468     0.077   0.000   68.7    12   14.0   63.1   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 11:40a   42.9   42.9   42.7    33   15.7   1.0   ENE  0.08   2.0   ENE   42.9   41.3   41.3   51.0   827.8  0.00  0.00   470     3.37    473     0.077   0.000   68.7    12   14.0   63.1   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 11:45a   42.9   43.0   42.9    34   16.4   1.0   ENE  0.08   3.0   ENE   42.9   41.3   41.3   51.1   827.8  0.00  0.00   472     3.38    473     0.077   0.000   68.5    12   13.8   62.9   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 11:50a   42.6   43.0   42.6    31   14.0   1.0   ENE  0.08   3.0   ENE   42.6   40.9   40.9   50.6   827.7  0.00  0.00   473     3.39    475     0.078   0.000   68.4    12   13.7   62.7   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 11:55a   41.7   42.6   41.7    32   14.0   1.0    NE  0.08   4.0   NNE   41.7   40.1   40.1   49.8   827.7  0.00  0.00   473     3.39    473     0.081   0.000   68.7    12   14.0   63.1   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 12:00p   41.7   41.8   41.6    32   14.0   1.0   NNE  0.08   3.0    NE   41.7   40.1   40.1   49.7   827.5  0.00  0.00   472     3.38    473     0.081   0.000   68.9    12   14.1   63.4   2.95  .0611    0.008   117    1    100.0    5 
12/31/20 12:05p   41.9   41.9   41.7    33   14.8   1.0   NNE  0.08   2.0   NNE   41.9   40.3   40.3   50.0   827.5  0.00  0.00   473     3.39    475     0.080   0.000   68.9    12   14.1   63.4   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 12:10p   42.7   42.7   42.0    35   16.9   0.0   NNW  0.00   2.0   NNW   42.7   41.1   41.1   50.8   827.5  0.00  0.00   473     3.39    473     0.077   0.000   68.5    12   13.8   62.9   2.95  .0612    0.000   117    1    100.0    5 
12/31/20 12:15p   43.2   43.2   42.7    31   14.6   1.0   NNW  0.08   3.0   NNW   43.2   41.5   41.5   51.2   827.5  0.00  0.00   473     3.39    475     0.076   0.000   68.7    12   14.0   63.1   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 12:20p   43.3   43.3   43.2    32   15.4   0.0     N  0.00   2.0   NNW   43.3   41.6   41.6   51.3   827.4  0.00  0.00   471     3.38    475     0.075   0.000   69.0    12   14.2   63.5   2.95  .0611    0.000   118    1    100.0    5 
12/31/20 12:25p   43.6   43.6   43.3    32   15.6   1.0   NNW  0.08   2.0   NNW   43.6   41.9   41.9   51.6   827.4  0.00  0.00   470     3.37    471     0.074   0.000   69.0    12   14.2   63.5   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 12:30p   43.8   43.8   43.6    33   16.5   0.0   NNW  0.00   2.0   NNW   43.8   42.2   42.2   52.0   827.4  0.00  0.00   471     3.38    471     0.074   0.000   68.7    12   14.0   63.1   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 12:35p   44.2   44.2   43.8    30   14.7   1.0   SSW  0.08   3.0   SSW   44.2   42.5   42.5   52.2   827.4  0.00  0.00   469     3.36    471     0.072   0.000   68.9    12   14.1   63.4   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 12:40p   44.5   44.5   44.2    30   14.9   1.0    SW  0.08   2.0    SW   44.5   42.8   42.8   52.5   827.4  0.00  0.00   466     3.34    468     0.071   0.000   69.0    12   14.2   63.5   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 12:45p   44.6   44.6   44.5    30   15.0   1.0   SSE  0.08   7.0    SE   44.6   42.9   42.9   52.0   827.5  0.00  0.00   444     3.18    464     0.071   0.000   69.2    12   14.4   63.7   2.95  .0611    0.000   117    1    100.0    5 
12/31/20 12:50p   44.5   44.6   44.5    31   15.7   1.0   ESE  0.08   2.0   ESE   44.5   42.8   42.8   52.5   827.4  0.00  0.00   460     3.30    462     0.071   0.000   69.4    12   14.5   64.0   2.95  .0610    0.000   117    1    100.0    5 
12/31/20 12:55p   44.6   44.6   44.5    30   15.0   1.0   ENE  0.08   4.0     E   44.6   42.9   42.9   52.5   827.5  0.00  0.00   455     3.26    457     0.071   0.000   69.2    12   14.4   63.7   2.95  .0611    0.000   117    1    100.0    5 
12/31/20  1:00p   44.8   44.8   44.6    32   16.7   1.0     S  0.08   6.0     S   44.8   43.1   43.1   52.7   827.5  0.00  0.00   449     3.22    450     0.070   0.000   69.0    12   14.2   63.5   2.95  .0611    0.009   117    1    100.0    5 
12/31/20  1:05p   44.9   44.9   44.8    32   16.8   1.0   SSW  0.08   4.0   SSE   44.9   43.2   43.2   52.7   827.6  0.00  0.00   445     3.19    446     0.070   0.000   69.2    12   14.4   63.7   2.95  .0611    0.000   117    1    100.0    5 
12/31/20  1:10p   44.9   45.0   44.9    35   18.9   1.0    SW  0.08   3.0   SSW   44.9   43.3   43.3   53.0   827.5  0.00  0.00   444     3.18    446     0.070   0.000   69.6    12   14.7   64.2   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  1:15p   45.0   45.0   44.9    32   16.9   1.0   WSW  0.08   2.0     W   45.0   43.3   43.3   53.4   827.5  0.00  0.00   455     3.26    468     0.069   0.000   69.6    12   14.7   64.2   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  1:20p   45.0   45.0   45.0    33   17.6   1.0   WSW  0.08   4.0    SW   45.0   43.4   43.4   50.9   827.6  0.00  0.00   341     2.44    441     0.069   0.000   69.2    12   14.4   63.7   2.95  .0611    0.000   117    1    100.0    5 
12/31/20  1:25p   44.8   45.0   44.7    33   17.4   1.0   WSW  0.08   2.0   WSW   44.8   43.2   43.2   49.1   827.5  0.00  0.00   259     1.86    334     0.070   0.000   69.2    12   14.4   63.7   2.95  .0611    0.000   117    1    100.0    5 
12/31/20  1:30p   44.5   44.7   44.5    34   17.8   1.0   WNW  0.08   3.0     W   44.5   42.9   42.9   50.1   827.5  0.00  0.00   323     2.32    352     0.071   0.000   69.4    12   14.5   64.0   2.95  .0610    0.000   118    1    100.0    5 
12/31/20  1:35p   44.4   44.5   44.4    33   17.1   1.0   WNW  0.08   3.0   WNW   44.4   42.8   42.8   49.9   827.5  0.00  0.00   343     2.46    366     0.072   0.000   69.6    12   14.7   64.2   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  1:40p   44.6   44.7   44.4    34   17.9   1.0   WNW  0.08   2.0   WNW   44.6   43.0   43.0   51.7   827.6  0.00  0.00   389     2.79    410     0.071   0.000   69.9    12   14.9   64.6   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  1:45p   44.6   44.6   44.6    35   18.6   0.0    NW  0.00   3.0    NW   44.6   43.0   43.0   49.0   827.6  0.00  0.00   257     1.84    274     0.071   0.000   70.1    12   15.1   64.8   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  1:50p   44.2   44.6   44.2    33   16.9   1.0   NNW  0.08   4.0   NNW   44.2   42.6   42.6   48.1   827.6  0.00  0.00   238     1.71    248     0.072   0.000   70.1    12   15.1   64.8   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  1:55p   44.1   44.2   44.1    34   17.5   1.0   NNW  0.08   3.0   NNW   44.1   42.5   42.5   47.5   827.7  0.00  0.00   220     1.58    221     0.073   0.000   70.2    12   15.1   65.0   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  2:00p   44.3   44.3   44.1    35   18.3   1.0   NNW  0.08   3.0   NNW   44.3   42.7   42.7   47.5   827.8  0.00  0.00   211     1.51    220     0.072   0.000   70.4    12   15.3   65.3   2.95  .0609    0.006   117    1    100.0    5 
12/31/20  2:05p   44.4   44.4   44.3    34   17.7   1.0     W  0.08   4.0    SW   44.4   42.8   42.8   47.1   827.7  0.00  0.00   194     1.39    199     0.072   0.000   70.4    12   15.3   65.3   2.95  .0609    0.000   117    1    100.0    5 
12/31/20  2:10p   44.1   44.4   44.1    34   17.5   2.0   NNE  0.17   4.0   NNE   44.1   42.5   42.5   46.6   827.8  0.00  0.00   184     1.32    188     0.073   0.000   70.2    12   15.1   65.0   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  2:15p   44.1   44.1   44.0    35   18.2   1.0     E  0.08   4.0   ESE   44.1   42.5   42.5   46.5   827.8  0.00  0.00   179     1.28    181     0.073   0.000   69.9    12   14.9   64.6   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  2:20p   43.7   44.1   43.7    34   17.1   2.0   NNE  0.17   5.0   ESE   43.7   42.1   42.1   45.8   827.8  0.00  0.00   169     1.21    172     0.074   0.000   70.1    12   15.1   64.8   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  2:25p   43.4   43.7   43.4    35   17.5   1.0   NNE  0.08   3.0   NNE   43.4   41.8   41.8   45.5   827.9  0.00  0.00   169     1.21    171     0.075   0.000   70.1    12   15.1   64.8   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  2:30p   43.4   43.5   43.4    35   17.5   1.0    SE  0.08   4.0   ESE   43.4   41.8   41.8   45.5   827.9  0.00  0.00   167     1.20    169     0.075   0.000   70.2    12   15.1   65.0   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  2:35p   43.1   43.4   43.1    35   17.3   1.0   ESE  0.08   5.0   ESE   43.1   41.5   41.5   45.0   827.9  0.00  0.00   161     1.15    165     0.076   0.000   70.4    12   15.3   65.3   2.95  .0609    0.000   118    1    100.0    5 
12/31/20  2:40p   42.6   43.1   42.6    35   16.8   2.0    NE  0.17   3.0    NE   42.6   41.0   41.0   44.2   827.9  0.00  0.00   153     1.10    155     0.078   0.000   70.6    12   15.5   65.5   2.95  .0609    0.000   117    1    100.0    5 
12/31/20  2:45p   42.5   42.6   42.5    36   17.4   1.0   ENE  0.08   3.0   ENE   42.5   41.0   41.0   44.2   828.0  0.00  0.00   152     1.09    155     0.078   0.000   70.7    12   15.5   65.7   2.95  .0609    0.000   117    1    100.0    5 
12/31/20  2:50p   42.4   42.5   42.4    37   17.9   1.0    NE  0.08   3.0    NE   42.4   40.9   40.9   43.9   828.0  0.00  0.00   144     1.03    146     0.078   0.000   70.7    12   15.5   65.7   2.95  .0609    0.000   117    1    100.0    5 
12/31/20  2:55p   42.3   42.4   42.3    37   17.8   1.0    NE  0.08   3.0    NE   42.3   40.8   40.8   43.4   828.1  0.00  0.00   133     0.95    139     0.079   0.000   70.6    12   15.5   65.5   2.95  .0609    0.000   117    1    100.0    5 
12/31/20  3:00p   42.4   42.4   42.3    38   18.6   1.0    NE  0.08   2.0    NE   42.4   40.9   40.9   43.4   828.2  0.00  0.00   128     0.92    130     0.078   0.000   70.4    12   15.3   65.3   2.95  .0610    0.004   117    1    100.0    5 
12/31/20  3:05p   42.4   42.5   42.4    37   17.9   1.0   NNE  0.08   3.0   NNE   42.4   40.9   40.9   43.4   828.1  0.00  0.00   130     0.93    132     0.078   0.000   70.4    13   17.2   65.4   3.24  .0609    0.000   117    1    100.0    5 
12/31/20  3:10p   42.2   42.4   42.2    39   19.0   0.0   NNE  0.00   5.0   NNE   42.2   40.8   40.8   42.9   828.2  0.00  0.00   119     0.85    123     0.079   0.000   70.4    13   17.2   65.4   3.24  .0610    0.000   117    1    100.0    5 
12/31/20  3:15p   42.3   42.3   42.2    38   18.5   1.0   NNE  0.08   4.0   ESE   42.3   40.8   40.8   42.7   828.2  0.00  0.00   115     0.82    118     0.079   0.000   70.6    13   17.3   65.6   3.24  .0609    0.000   117    1    100.0    5 
12/31/20  3:20p   42.2   42.3   42.2    37   17.8   1.0   ESE  0.08   4.0   ESE   42.2   40.7   40.7   42.3   828.2  0.00  0.00   110     0.79    111     0.079   0.000   70.7    13   17.4   65.8   3.24  .0609    0.000   117    1    100.0    5 
12/31/20  3:25p   41.8   42.2   41.8    38   18.0   1.0     E  0.08   4.0     E   41.8   40.4   40.4   41.7   828.3  0.00  0.00   102     0.73    107     0.081   0.000   70.9    13   17.5   66.1   3.23  .0609    0.000   117    1    100.0    5 
12/31/20  3:30p   41.7   41.8   41.7    39   18.5   2.0     E  0.17   5.0     E   41.7   40.3   40.3   40.9   828.2  0.00  0.00    82     0.59     90     0.081   0.000   70.9    13   17.5   66.1   3.23  .0609    0.000   117    1    100.0    5 
12/31/20  3:35p   41.5   41.7   41.5    39   18.4   2.0    NE  0.17   4.0     E   41.5   40.1   40.1   40.1   828.4  0.00  0.00    67     0.48     72     0.082   0.000   70.7    13   17.4   65.8   3.24  .0609    0.000   117    1    100.0    5 
12/31/20  3:40p   41.2   41.5   41.2    39   18.1   1.0    NE  0.08   4.0    NE   41.2   39.8   39.8   37.2   828.5  0.00  0.00    58     0.42     60     0.083   0.000   70.6    13   17.3   65.6   3.24  .0610    0.000   117    1    100.0    5 
12/31/20  3:45p   41.2   41.3   41.2    40   18.7   1.0    NE  0.08   2.0    NE   41.2   39.8   39.8   37.2   828.6  0.00  0.00    57     0.41     58     0.083   0.000   70.7    13   17.4   65.8   3.24  .0609    0.000   118    1    100.0    5 
12/31/20  3:50p   40.8   41.3   40.8    40   18.3   2.0   NNE  0.17   5.0   NNE   40.7   39.4   39.3   36.7   828.5  0.00  0.00    56     0.40     58     0.084   0.000   70.7    13   17.4   65.8   3.24  .0609    0.000   117    1    100.0    5 
12/31/20  3:55p   40.2   40.8   40.2    41   18.3   2.0   NNE  0.17   5.0   NNE   40.0   38.9   38.7   35.9   828.5  0.00  0.00    47     0.34     51     0.086   0.000   70.9    13   17.5   66.1   3.23  .0609    0.000   117    1    100.0    5 
12/31/20  4:00p   39.7   40.2   39.7    41   17.9   1.0   NNE  0.08   3.0   NNE   39.7   38.4   38.4   35.4   828.6  0.00  0.00    41     0.29     42     0.088   0.000   71.1    13   17.7   66.3   3.23  .0609    0.002   117    1    100.0    5 
12/31/20  4:05p   39.4   39.7   39.4    41   17.6   1.0    NE  0.08   4.0   NNE   39.4   38.1   38.1   35.0   828.7  0.00  0.00    35     0.25     40     0.089   0.000   71.1    13   17.7   66.3   3.23  .0609    0.000   117    1    100.0    5 
12/31/20  4:10p   39.2   39.4   39.2    39   16.3   1.0    NE  0.08   4.0    NE   39.2   37.9   37.9   34.6   828.9  0.00  0.00    30     0.22     30     0.090   0.000   70.9    13   17.5   66.1   3.23  .0609    0.000   117    1    100.0    5 
12/31/20  4:15p   39.2   39.3   39.2    36   14.4   1.0   NNE  0.08   3.0   NNE   39.2   37.8   37.8   34.4   829.0  0.00  0.00    26     0.19     28     0.090   0.000   70.7    13   17.4   65.8   3.24  .0610    0.000   117    1    100.0    5 
12/31/20  4:20p   39.0   39.2   39.0    36   14.3   1.0   NNE  0.08   3.0   NNE   39.0   37.6   37.6   34.1   829.2  0.00  0.00    20     0.14     23     0.090   0.000   70.7    12   15.5   65.7   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  4:25p   38.9   39.0   38.9    36   14.2   1.0   NNE  0.08   4.0   NNE   38.9   37.5   37.5   33.9   829.2  0.00  0.00    16     0.11     18     0.091   0.000   70.9    12   15.7   66.0   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  4:30p   38.8   38.9   38.8    37   14.7   1.0   NNE  0.08   3.0   NNE   38.8   37.4   37.4   33.7   829.3  0.00  0.00    13     0.09     14     0.091   0.000   71.1    12   15.9   66.2   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  4:35p   38.8   38.8   38.7    38   15.3   1.0     N  0.08   4.0     N   38.8   37.5   37.5   33.7   829.4  0.00  0.00     9     0.06     11     0.091   0.000   71.1    12   15.9   66.2   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  4:40p   38.8   38.8   38.7    40   16.5   1.0     N  0.08   3.0     N   38.8   37.5   37.5   33.7   829.4  0.00  0.00     6     0.04      7     0.091   0.000   71.2    12   15.9   66.4   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  4:45p   38.7   38.7   38.7    40   16.4   1.0     N  0.08   3.0     N   38.7   37.4   37.4   33.5   829.5  0.00  0.00     1     0.01      5     0.091   0.000   71.1    12   15.9   66.2   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  4:50p   38.6   38.7   38.6    41   16.9   1.0     N  0.08   3.0     N   38.6   37.4   37.4   33.5   829.5  0.00  0.00     0     0.00      0     0.092   0.000   70.9    12   15.7   66.0   2.95  .0610    0.000   117    1    100.0    5 
12/31/20  4:55p   38.6   38.6   38.5    39   15.7   1.0     N  0.08   3.0     N   38.6   37.3   37.3   33.3   829.6  0.00  0.00     0     0.00      0     0.092   0.000   71.1    12   15.9   66.2   2.95  .0610    0.000   118    1    100.0    5 
